mode,fold,role,nct_id,year
unseen_target_disease_pair,0,train,NCT01250119,2011
unseen_target_disease_pair,0,train,NCT01535924,2012
unseen_target_disease_pair,0,train,NCT02279862,2014
unseen_target_disease_pair,0,train,NCT00314262,2006
unseen_target_disease_pair,0,train,NCT01111461,2010
unseen_target_disease_pair,0,train,NCT00710970,2007
unseen_target_disease_pair,0,train,NCT00408070,2006
unseen_target_disease_pair,0,train,NCT01068769,2010
unseen_target_disease_pair,0,train,NCT01593020,2012
unseen_target_disease_pair,0,train,NCT00063154,2003
unseen_target_disease_pair,0,train,NCT02488759,2015
unseen_target_disease_pair,0,train,NCT00467142,2007
unseen_target_disease_pair,0,train,NCT00103194,2005
unseen_target_disease_pair,0,train,NCT00788957,2008
unseen_target_disease_pair,0,train,NCT01469546,2012
unseen_target_disease_pair,0,train,NCT00940342,2004
unseen_target_disease_pair,0,train,NCT00942877,2009
unseen_target_disease_pair,0,train,NCT01125176,2012
unseen_target_disease_pair,0,train,NCT02176213,2014
unseen_target_disease_pair,0,train,NCT00089635,2004
unseen_target_disease_pair,0,train,NCT01027910,2009
unseen_target_disease_pair,0,train,NCT02471313,2015
unseen_target_disease_pair,0,train,NCT02052960,2014
unseen_target_disease_pair,0,train,NCT00253370,2005
unseen_target_disease_pair,0,train,NCT00410813,2007
unseen_target_disease_pair,0,train,NCT02547662,2015
unseen_target_disease_pair,0,train,NCT00400569,2006
unseen_target_disease_pair,0,train,NCT01083641,2010
unseen_target_disease_pair,0,train,NCT00374868,2006
unseen_target_disease_pair,0,train,NCT00094835,2005
unseen_target_disease_pair,0,train,NCT02805725,2015
unseen_target_disease_pair,0,train,NCT02500576,2015
unseen_target_disease_pair,0,train,NCT02119676,2014
unseen_target_disease_pair,0,train,NCT00900627,2009
unseen_target_disease_pair,0,train,NCT00408603,2006
unseen_target_disease_pair,0,train,NCT02060370,2014
unseen_target_disease_pair,0,train,NCT00003631,1998
unseen_target_disease_pair,0,train,NCT02152137,2014
unseen_target_disease_pair,0,train,NCT01576588,2011
unseen_target_disease_pair,0,train,NCT00495170,2006
unseen_target_disease_pair,0,train,NCT00002601,1994
unseen_target_disease_pair,0,train,NCT01876212,2014
unseen_target_disease_pair,0,train,NCT01776307,2012
unseen_target_disease_pair,0,train,NCT01807611,2013
unseen_target_disease_pair,0,validation,NCT01286077,2009
unseen_target_disease_pair,0,validation,NCT01274351,2011
unseen_target_disease_pair,0,validation,NCT01992653,2013
unseen_target_disease_pair,0,validation,NCT00923936,2009
unseen_target_disease_pair,0,validation,NCT02654119,2015
unseen_target_disease_pair,0,validation,NCT00399529,2006
unseen_target_disease_pair,0,validation,NCT00767819,2008
unseen_target_disease_pair,0,validation,NCT01763788,2013
unseen_target_disease_pair,0,validation,NCT00712881,2008
unseen_target_disease_pair,0,validation,NCT00859222,2009
unseen_target_disease_pair,0,validation,NCT01951157,2013
unseen_target_disease_pair,0,validation,NCT00287872,2004
unseen_target_disease_pair,0,validation,NCT01058655,2010
unseen_target_disease_pair,0,validation,NCT00460109,2008
unseen_target_disease_pair,0,validation,NCT00089999,2004
unseen_target_disease_pair,0,validation,NCT00071006,2003
unseen_target_disease_pair,0,validation,NCT00691301,2008
unseen_target_disease_pair,0,validation,NCT00598507,2007
unseen_target_disease_pair,0,validation,NCT00390611,2006
unseen_target_disease_pair,0,validation,NCT00586495,2005
unseen_target_disease_pair,0,validation,NCT00039195,2006
unseen_target_disease_pair,0,validation,NCT00372775,2007
unseen_target_disease_pair,0,validation,NCT00271609,2005
unseen_target_disease_pair,0,validation,NCT01611259,2012
unseen_target_disease_pair,0,validation,NCT00403403,2007
unseen_target_disease_pair,0,validation,NCT00667394,2008
unseen_target_disease_pair,0,validation,NCT00085566,2004
unseen_target_disease_pair,0,validation,NCT00948922,2009
unseen_target_disease_pair,0,validation,NCT00672594,2006
unseen_target_disease_pair,0,validation,NCT00881296,2008
unseen_target_disease_pair,0,validation,NCT01664182,2012
unseen_target_disease_pair,0,validation,NCT00687297,2008
unseen_target_disease_pair,0,validation,NCT00774046,2002
unseen_target_disease_pair,0,validation,NCT01088529,2009
unseen_target_disease_pair,0,validation,NCT01216683,2011
unseen_target_disease_pair,0,validation,NCT01927627,2013
unseen_target_disease_pair,0,validation,NCT00859469,2004
unseen_target_disease_pair,0,validation,NCT00271505,2005
unseen_target_disease_pair,0,validation,NCT00004888,2001
unseen_target_disease_pair,0,validation,NCT00602771,2008
unseen_target_disease_pair,0,validation,NCT01256398,2010
unseen_target_disease_pair,0,validation,NCT00269152,2005
unseen_target_disease_pair,0,validation,NCT00436644,2007
unseen_target_disease_pair,0,validation,NCT00550771,2007
unseen_target_disease_pair,0,validation,NCT00562978,2000
unseen_target_disease_pair,0,validation,NCT02064582,2014
unseen_target_disease_pair,0,validation,NCT00942825,2009
unseen_target_disease_pair,0,validation,NCT00921115,2009
unseen_target_disease_pair,0,validation,NCT01875250,2013
unseen_target_disease_pair,0,validation,NCT00238121,2005
unseen_target_disease_pair,0,validation,NCT00790855,2008
unseen_target_disease_pair,0,validation,NCT00885755,2009
unseen_target_disease_pair,0,validation,NCT01451515,2012
unseen_target_disease_pair,0,validation,NCT02302833,2015
unseen_target_disease_pair,0,validation,NCT00499343,2004
unseen_target_disease_pair,0,validation,NCT00438880,2004
unseen_target_disease_pair,0,validation,NCT00537381,2007
unseen_target_disease_pair,0,validation,NCT01124734,2010
unseen_target_disease_pair,0,validation,NCT00323869,2006
unseen_target_disease_pair,0,validation,NCT00890656,2003
unseen_target_disease_pair,0,validation,NCT00633594,2008
unseen_target_disease_pair,0,validation,NCT00517595,2007
unseen_target_disease_pair,0,validation,NCT01340430,2011
unseen_target_disease_pair,0,validation,NCT00473512,2005
unseen_target_disease_pair,0,validation,NCT00369681,2006
unseen_target_disease_pair,0,validation,NCT00372619,2007
unseen_target_disease_pair,0,validation,NCT00711828,2008
unseen_target_disease_pair,0,validation,NCT00493467,2006
unseen_target_disease_pair,0,validation,NCT01397825,2011
unseen_target_disease_pair,0,validation,NCT00201240,2005
unseen_target_disease_pair,0,validation,NCT00244985,2005
unseen_target_disease_pair,0,validation,NCT01111825,2010
unseen_target_disease_pair,0,validation,NCT00288015,2005
unseen_target_disease_pair,0,validation,NCT01698879,2009
unseen_target_disease_pair,0,validation,NCT01004250,2009
unseen_target_disease_pair,0,validation,NCT00038610,2001
unseen_target_disease_pair,0,validation,NCT00881751,2009
unseen_target_disease_pair,0,validation,NCT00517829,2007
unseen_target_disease_pair,0,validation,NCT02091531,2014
unseen_target_disease_pair,0,validation,NCT00515073,2001
unseen_target_disease_pair,0,validation,NCT00709761,2008
unseen_target_disease_pair,0,validation,NCT00378703,2007
unseen_target_disease_pair,0,validation,NCT01108341,2010
unseen_target_disease_pair,0,validation,NCT00068380,2004
unseen_target_disease_pair,0,validation,NCT00705250,2008
unseen_target_disease_pair,0,validation,NCT00599313,2007
unseen_target_disease_pair,0,validation,NCT00617409,2007
unseen_target_disease_pair,0,validation,NCT00867087,2009
unseen_target_disease_pair,0,validation,NCT01165021,2010
unseen_target_disease_pair,0,validation,NCT01530997,2012
unseen_target_disease_pair,0,validation,NCT01554397,2011
unseen_target_disease_pair,0,validation,NCT00551460,2007
unseen_target_disease_pair,0,validation,NCT00550615,2007
unseen_target_disease_pair,0,validation,NCT00047879,2002
unseen_target_disease_pair,0,validation,NCT02303262,2015
unseen_target_disease_pair,0,validation,NCT00814788,2008
unseen_target_disease_pair,0,validation,NCT00357149,2003
unseen_target_disease_pair,0,validation,NCT00796978,2009
unseen_target_disease_pair,0,validation,NCT01114555,2010
unseen_target_disease_pair,0,validation,NCT00436566,2007
unseen_target_disease_pair,0,validation,NCT00483405,2006
unseen_target_disease_pair,0,validation,NCT00911859,2009
unseen_target_disease_pair,0,validation,NCT01621880,2012
unseen_target_disease_pair,0,validation,NCT01665768,2012
unseen_target_disease_pair,0,validation,NCT01423604,2011
unseen_target_disease_pair,0,validation,NCT00234052,2005
unseen_target_disease_pair,0,validation,NCT00193609,2004
unseen_target_disease_pair,0,validation,NCT00529763,2007
unseen_target_disease_pair,0,validation,NCT00828009,2011
unseen_target_disease_pair,0,validation,NCT00470704,2007
unseen_target_disease_pair,0,validation,NCT00520936,2007
unseen_target_disease_pair,0,validation,NCT02342587,2014
unseen_target_disease_pair,0,validation,NCT00423293,2006
unseen_target_disease_pair,0,validation,NCT01388647,2011
unseen_target_disease_pair,0,validation,NCT01118026,2010
unseen_target_disease_pair,0,validation,NCT00413283,2006
unseen_target_disease_pair,0,validation,NCT00821886,2009
unseen_target_disease_pair,0,validation,NCT01643668,2012
unseen_target_disease_pair,0,validation,NCT01995669,2014
unseen_target_disease_pair,0,validation,NCT00062010,2004
unseen_target_disease_pair,0,validation,NCT01351623,2011
unseen_target_disease_pair,0,validation,NCT00242762,2003
unseen_target_disease_pair,0,validation,NCT01593254,2012
unseen_target_disease_pair,0,validation,NCT00045110,2002
unseen_target_disease_pair,0,validation,NCT00741260,2008
unseen_target_disease_pair,0,validation,NCT00258362,2005
unseen_target_disease_pair,0,validation,NCT00473746,2006
unseen_target_disease_pair,0,validation,NCT00126503,2005
unseen_target_disease_pair,0,validation,NCT01091103,2010
unseen_target_disease_pair,0,validation,NCT01701986,2012
unseen_target_disease_pair,0,validation,NCT00058422,2003
unseen_target_disease_pair,0,validation,NCT00952731,2009
unseen_target_disease_pair,0,validation,NCT00454805,2007
unseen_target_disease_pair,0,validation,NCT01279694,2010
unseen_target_disease_pair,0,validation,NCT00717756,2009
unseen_target_disease_pair,0,validation,NCT00822120,2009
unseen_target_disease_pair,0,validation,NCT02514551,2015
unseen_target_disease_pair,0,validation,NCT01076231,2010
unseen_target_disease_pair,0,validation,NCT00245102,2005
unseen_target_disease_pair,0,validation,NCT01637402,2013
unseen_target_disease_pair,0,validation,NCT01138046,2010
unseen_target_disease_pair,0,validation,NCT00376961,2006
unseen_target_disease_pair,0,validation,NCT01983878,2013
unseen_target_disease_pair,0,validation,NCT01057017,2010
unseen_target_disease_pair,0,validation,NCT01051570,2010
unseen_target_disease_pair,0,validation,NCT00439270,2007
unseen_target_disease_pair,0,validation,NCT01853748,2013
unseen_target_disease_pair,0,validation,NCT00095680,2004
unseen_target_disease_pair,0,validation,NCT00534417,2007
unseen_target_disease_pair,0,validation,NCT00134082,2005
unseen_target_disease_pair,0,validation,NCT01197560,2010
unseen_target_disease_pair,0,validation,NCT00130442,2005
unseen_target_disease_pair,0,validation,NCT00599170,2008
unseen_target_disease_pair,0,validation,NCT00679341,2008
unseen_target_disease_pair,0,validation,NCT00364286,2006
unseen_target_disease_pair,0,validation,NCT00510653,2002
unseen_target_disease_pair,0,validation,NCT01946165,2013
unseen_target_disease_pair,1,train,NCT00108953,2005
unseen_target_disease_pair,1,train,NCT01286077,2009
unseen_target_disease_pair,1,train,NCT01051557,2010
unseen_target_disease_pair,1,train,NCT00111839,2005
unseen_target_disease_pair,1,train,NCT01274351,2011
unseen_target_disease_pair,1,train,NCT00176605,2005
unseen_target_disease_pair,1,train,NCT01992653,2013
unseen_target_disease_pair,1,train,NCT00923936,2009
unseen_target_disease_pair,1,train,NCT01794039,2014
unseen_target_disease_pair,1,train,NCT02006667,2001
unseen_target_disease_pair,1,train,NCT00679367,2008
unseen_target_disease_pair,1,train,NCT02654119,2015
unseen_target_disease_pair,1,train,NCT00399529,2006
unseen_target_disease_pair,1,train,NCT01087970,2010
unseen_target_disease_pair,1,train,NCT00494481,2006
unseen_target_disease_pair,1,train,NCT00767819,2008
unseen_target_disease_pair,1,train,NCT01962103,2013
unseen_target_disease_pair,1,train,NCT01763788,2013
unseen_target_disease_pair,1,train,NCT00712881,2008
unseen_target_disease_pair,1,train,NCT00859222,2009
unseen_target_disease_pair,1,train,NCT00126672,2005
unseen_target_disease_pair,1,train,NCT01951157,2013
unseen_target_disease_pair,1,train,NCT00216203,2005
unseen_target_disease_pair,1,train,NCT02454842,2015
unseen_target_disease_pair,1,train,NCT00361231,2006
unseen_target_disease_pair,1,train,NCT00287872,2004
unseen_target_disease_pair,1,train,NCT00940316,2010
unseen_target_disease_pair,1,train,NCT01053949,2009
unseen_target_disease_pair,1,train,NCT01135498,2006
unseen_target_disease_pair,1,train,NCT01058655,2010
unseen_target_disease_pair,1,train,NCT01146795,2010
unseen_target_disease_pair,1,train,NCT00460109,2008
unseen_target_disease_pair,1,train,NCT02178436,2014
unseen_target_disease_pair,1,train,NCT00089999,2004
unseen_target_disease_pair,1,train,NCT00071006,2003
unseen_target_disease_pair,1,train,NCT00103207,2005
unseen_target_disease_pair,1,train,NCT01996332,2004
unseen_target_disease_pair,1,train,NCT00691301,2008
unseen_target_disease_pair,1,train,NCT00598507,2007
unseen_target_disease_pair,1,train,NCT01126736,2010
unseen_target_disease_pair,1,train,NCT00390611,2006
unseen_target_disease_pair,1,train,NCT00409565,2006
unseen_target_disease_pair,1,train,NCT01750281,2012
unseen_target_disease_pair,1,train,NCT00586495,2005
unseen_target_disease_pair,1,train,NCT00039195,2006
unseen_target_disease_pair,1,train,NCT00372775,2007
unseen_target_disease_pair,1,train,NCT00271609,2005
unseen_target_disease_pair,1,train,NCT01611259,2012
unseen_target_disease_pair,1,train,NCT02312245,2015
unseen_target_disease_pair,1,train,NCT01418742,2011
unseen_target_disease_pair,1,train,NCT01057589,2010
unseen_target_disease_pair,1,train,NCT00403403,2007
unseen_target_disease_pair,1,train,NCT01492088,2012
unseen_target_disease_pair,1,train,NCT00679783,2008
unseen_target_disease_pair,1,train,NCT00667394,2008
unseen_target_disease_pair,1,train,NCT00085566,2004
unseen_target_disease_pair,1,train,NCT00948922,2009
unseen_target_disease_pair,1,train,NCT00672594,2006
unseen_target_disease_pair,1,train,NCT02317991,2015
unseen_target_disease_pair,1,train,NCT00360360,2006
unseen_target_disease_pair,1,train,NCT00161213,2005
unseen_target_disease_pair,1,train,NCT00881296,2008
unseen_target_disease_pair,1,train,NCT00345540,2006
unseen_target_disease_pair,1,train,NCT01664182,2012
unseen_target_disease_pair,1,train,NCT00669162,2012
unseen_target_disease_pair,1,train,NCT00267696,2005
unseen_target_disease_pair,1,train,NCT00687297,2008
unseen_target_disease_pair,1,train,NCT00567359,2007
unseen_target_disease_pair,1,train,NCT00774046,2002
unseen_target_disease_pair,1,train,NCT02130466,2014
unseen_target_disease_pair,1,train,NCT01004003,2009
unseen_target_disease_pair,1,train,NCT01088529,2009
unseen_target_disease_pair,1,train,NCT00185588,2004
unseen_target_disease_pair,1,train,NCT01211483,2010
unseen_target_disease_pair,1,train,NCT00720356,2009
unseen_target_disease_pair,1,train,NCT01216683,2011
unseen_target_disease_pair,1,train,NCT01927627,2013
unseen_target_disease_pair,1,train,NCT00859469,2004
unseen_target_disease_pair,1,train,NCT00271505,2005
unseen_target_disease_pair,1,train,NCT00520403,2007
unseen_target_disease_pair,1,train,NCT00004888,2001
unseen_target_disease_pair,1,train,NCT00216021,2004
unseen_target_disease_pair,1,train,NCT00602771,2008
unseen_target_disease_pair,1,train,NCT01256398,2010
unseen_target_disease_pair,1,train,NCT00269152,2005
unseen_target_disease_pair,1,train,NCT02247349,2014
unseen_target_disease_pair,1,train,NCT00436644,2007
unseen_target_disease_pair,1,train,NCT02280252,2005
unseen_target_disease_pair,1,train,NCT01801111,2013
unseen_target_disease_pair,1,train,NCT00550771,2007
unseen_target_disease_pair,1,train,NCT00409006,2007
unseen_target_disease_pair,1,train,NCT02305758,2014
unseen_target_disease_pair,1,train,NCT00867321,2009
unseen_target_disease_pair,1,train,NCT01174238,2010
unseen_target_disease_pair,1,train,NCT00562978,2000
unseen_target_disease_pair,1,train,NCT00444678,2004
unseen_target_disease_pair,1,train,NCT02064582,2014
unseen_target_disease_pair,1,train,NCT00942825,2009
unseen_target_disease_pair,1,train,NCT00921115,2009
unseen_target_disease_pair,1,train,NCT00459108,2007
unseen_target_disease_pair,1,train,NCT01875250,2013
unseen_target_disease_pair,1,train,NCT01305213,2011
unseen_target_disease_pair,1,train,NCT02055820,2013
unseen_target_disease_pair,1,train,NCT00118144,2005
unseen_target_disease_pair,1,train,NCT00238121,2005
unseen_target_disease_pair,1,train,NCT00790855,2008
unseen_target_disease_pair,1,train,NCT00885755,2009
unseen_target_disease_pair,1,train,NCT01451515,2012
unseen_target_disease_pair,1,train,NCT02302833,2015
unseen_target_disease_pair,1,train,NCT00824746,2009
unseen_target_disease_pair,1,train,NCT00499343,2004
unseen_target_disease_pair,1,train,NCT01646125,2012
unseen_target_disease_pair,1,train,NCT01264705,2011
unseen_target_disease_pair,1,train,NCT00438880,2004
unseen_target_disease_pair,1,train,NCT01095094,2009
unseen_target_disease_pair,1,train,NCT01348919,2011
unseen_target_disease_pair,1,train,NCT01133665,2010
unseen_target_disease_pair,1,train,NCT01310036,2011
unseen_target_disease_pair,1,train,NCT00813293,2009
unseen_target_disease_pair,1,train,NCT00661193,2008
unseen_target_disease_pair,1,train,NCT00537381,2007
unseen_target_disease_pair,1,train,NCT01124734,2010
unseen_target_disease_pair,1,train,NCT02551432,2015
unseen_target_disease_pair,1,train,NCT01246986,2011
unseen_target_disease_pair,1,train,NCT00427557,2006
unseen_target_disease_pair,1,train,NCT00323869,2006
unseen_target_disease_pair,1,train,NCT00890656,2003
unseen_target_disease_pair,1,train,NCT00066677,2003
unseen_target_disease_pair,1,train,NCT00633594,2008
unseen_target_disease_pair,1,train,NCT00398086,2006
unseen_target_disease_pair,1,train,NCT01332266,2011
unseen_target_disease_pair,1,train,NCT00129376,2003
unseen_target_disease_pair,1,train,NCT00826241,2009
unseen_target_disease_pair,1,train,NCT00517595,2007
unseen_target_disease_pair,1,train,NCT00219557,2005
unseen_target_disease_pair,1,train,NCT01340430,2011
unseen_target_disease_pair,1,train,NCT02429375,2015
unseen_target_disease_pair,1,train,NCT00473512,2005
unseen_target_disease_pair,1,train,NCT00369681,2006
unseen_target_disease_pair,1,train,NCT00778830,2009
unseen_target_disease_pair,1,train,NCT00372619,2007
unseen_target_disease_pair,1,train,NCT00887575,2009
unseen_target_disease_pair,1,train,NCT00124657,2005
unseen_target_disease_pair,1,train,NCT00711828,2008
unseen_target_disease_pair,1,train,NCT00113230,2005
unseen_target_disease_pair,1,train,NCT01091428,2010
unseen_target_disease_pair,1,train,NCT00493467,2006
unseen_target_disease_pair,1,train,NCT01397825,2011
unseen_target_disease_pair,1,train,NCT02389517,2015
unseen_target_disease_pair,1,train,NCT01131078,2005
unseen_target_disease_pair,1,train,NCT00737243,2008
unseen_target_disease_pair,1,train,NCT00201240,2005
unseen_target_disease_pair,1,train,NCT00815308,2009
unseen_target_disease_pair,1,train,NCT00244985,2005
unseen_target_disease_pair,1,train,NCT01111825,2010
unseen_target_disease_pair,1,train,NCT00288015,2005
unseen_target_disease_pair,1,train,NCT01698879,2009
unseen_target_disease_pair,1,train,NCT00959647,2009
unseen_target_disease_pair,1,train,NCT01313078,2010
unseen_target_disease_pair,1,train,NCT01004250,2009
unseen_target_disease_pair,1,train,NCT00986674,2009
unseen_target_disease_pair,1,train,NCT00038610,2001
unseen_target_disease_pair,1,train,NCT01763710,2012
unseen_target_disease_pair,1,train,NCT00881751,2009
unseen_target_disease_pair,1,train,NCT00517829,2007
unseen_target_disease_pair,1,train,NCT02091531,2014
unseen_target_disease_pair,1,train,NCT00515073,2001
unseen_target_disease_pair,1,train,NCT00709761,2008
unseen_target_disease_pair,1,train,NCT00378703,2007
unseen_target_disease_pair,1,train,NCT00516841,2007
unseen_target_disease_pair,1,train,NCT00112827,2004
unseen_target_disease_pair,1,train,NCT00081861,2004
unseen_target_disease_pair,1,train,NCT00318370,2006
unseen_target_disease_pair,1,train,NCT02447003,2015
unseen_target_disease_pair,1,train,NCT01108341,2010
unseen_target_disease_pair,1,train,NCT01256359,2010
unseen_target_disease_pair,1,train,NCT00861913,2009
unseen_target_disease_pair,1,train,NCT00462423,2007
unseen_target_disease_pair,1,train,NCT00068380,2004
unseen_target_disease_pair,1,train,NCT00705250,2008
unseen_target_disease_pair,1,train,NCT01950390,2014
unseen_target_disease_pair,1,train,NCT01498289,2012
unseen_target_disease_pair,1,train,NCT02213289,2015
unseen_target_disease_pair,1,train,NCT00439517,2007
unseen_target_disease_pair,1,train,NCT00599313,2007
unseen_target_disease_pair,1,train,NCT00617409,2007
unseen_target_disease_pair,1,train,NCT01020006,2009
unseen_target_disease_pair,1,train,NCT00867087,2009
unseen_target_disease_pair,1,train,NCT00332163,2006
unseen_target_disease_pair,1,train,NCT00179309,2005
unseen_target_disease_pair,1,train,NCT02164916,2014
unseen_target_disease_pair,1,train,NCT01165021,2010
unseen_target_disease_pair,1,train,NCT01530997,2012
unseen_target_disease_pair,1,train,NCT01554397,2011
unseen_target_disease_pair,1,train,NCT00551460,2007
unseen_target_disease_pair,1,train,NCT00550615,2007
unseen_target_disease_pair,1,train,NCT00994123,2010
unseen_target_disease_pair,1,train,NCT00047879,2002
unseen_target_disease_pair,1,train,NCT02303262,2015
unseen_target_disease_pair,1,train,NCT00344773,2006
unseen_target_disease_pair,1,train,NCT00814788,2008
unseen_target_disease_pair,1,train,NCT00866047,2009
unseen_target_disease_pair,1,train,NCT00357149,2003
unseen_target_disease_pair,1,train,NCT00796978,2009
unseen_target_disease_pair,1,train,NCT01114555,2010
unseen_target_disease_pair,1,train,NCT00436566,2007
unseen_target_disease_pair,1,train,NCT00324870,2006
unseen_target_disease_pair,1,train,NCT00096941,2005
unseen_target_disease_pair,1,train,NCT00483405,2006
unseen_target_disease_pair,1,train,NCT00911859,2009
unseen_target_disease_pair,1,train,NCT01621880,2012
unseen_target_disease_pair,1,train,NCT00125359,2005
unseen_target_disease_pair,1,train,NCT00558896,2007
unseen_target_disease_pair,1,train,NCT01665768,2012
unseen_target_disease_pair,1,train,NCT00381706,2006
unseen_target_disease_pair,1,train,NCT01423604,2011
unseen_target_disease_pair,1,train,NCT00234052,2005
unseen_target_disease_pair,1,train,NCT00193609,2004
unseen_target_disease_pair,1,train,NCT01431209,2011
unseen_target_disease_pair,1,train,NCT00529763,2007
unseen_target_disease_pair,1,train,NCT02019693,2014
unseen_target_disease_pair,1,train,NCT02077881,2014
unseen_target_disease_pair,1,train,NCT02101034,2014
unseen_target_disease_pair,1,train,NCT00828009,2011
unseen_target_disease_pair,1,train,NCT00470704,2007
unseen_target_disease_pair,1,train,NCT00520936,2007
unseen_target_disease_pair,1,train,NCT01927744,2013
unseen_target_disease_pair,1,train,NCT01468532,2011
unseen_target_disease_pair,1,train,NCT02342587,2014
unseen_target_disease_pair,1,train,NCT00423293,2006
unseen_target_disease_pair,1,train,NCT00524121,2006
unseen_target_disease_pair,1,train,NCT01388647,2011
unseen_target_disease_pair,1,train,NCT01118026,2010
unseen_target_disease_pair,1,train,NCT00413283,2006
unseen_target_disease_pair,1,train,NCT01820754,2013
unseen_target_disease_pair,1,train,NCT00432094,2006
unseen_target_disease_pair,1,train,NCT00821886,2009
unseen_target_disease_pair,1,train,NCT00072566,2003
unseen_target_disease_pair,1,train,NCT01643668,2012
unseen_target_disease_pair,1,train,NCT02598960,2015
unseen_target_disease_pair,1,train,NCT00798720,2008
unseen_target_disease_pair,1,train,NCT02267603,2014
unseen_target_disease_pair,1,train,NCT01995669,2014
unseen_target_disease_pair,1,train,NCT02206425,2014
unseen_target_disease_pair,1,train,NCT00062010,2004
unseen_target_disease_pair,1,train,NCT01351623,2011
unseen_target_disease_pair,1,train,NCT01449279,2011
unseen_target_disease_pair,1,train,NCT00242762,2003
unseen_target_disease_pair,1,train,NCT01593254,2012
unseen_target_disease_pair,1,train,NCT02321540,2015
unseen_target_disease_pair,1,train,NCT00045110,2002
unseen_target_disease_pair,1,train,NCT00741260,2008
unseen_target_disease_pair,1,train,NCT00258362,2005
unseen_target_disease_pair,1,train,NCT00612586,2008
unseen_target_disease_pair,1,train,NCT01495247,2012
unseen_target_disease_pair,1,train,NCT02499120,2015
unseen_target_disease_pair,1,train,NCT00473746,2006
unseen_target_disease_pair,1,train,NCT00700882,2009
unseen_target_disease_pair,1,train,NCT00126503,2005
unseen_target_disease_pair,1,train,NCT00642018,2008
unseen_target_disease_pair,1,train,NCT01248962,2010
unseen_target_disease_pair,1,train,NCT02335424,2015
unseen_target_disease_pair,1,train,NCT01990859,2013
unseen_target_disease_pair,1,train,NCT00183885,2004
unseen_target_disease_pair,1,train,NCT01671319,2011
unseen_target_disease_pair,1,train,NCT01091103,2010
unseen_target_disease_pair,1,train,NCT01701986,2012
unseen_target_disease_pair,1,train,NCT00058422,2003
unseen_target_disease_pair,1,train,NCT00346645,2006
unseen_target_disease_pair,1,train,NCT01250119,2011
unseen_target_disease_pair,1,train,NCT00314262,2006
unseen_target_disease_pair,1,train,NCT00710970,2007
unseen_target_disease_pair,1,train,NCT00408070,2006
unseen_target_disease_pair,1,train,NCT00952731,2009
unseen_target_disease_pair,1,train,NCT00454805,2007
unseen_target_disease_pair,1,train,NCT01279694,2010
unseen_target_disease_pair,1,train,NCT00717756,2009
unseen_target_disease_pair,1,train,NCT00822120,2009
unseen_target_disease_pair,1,train,NCT01593020,2012
unseen_target_disease_pair,1,train,NCT00063154,2003
unseen_target_disease_pair,1,train,NCT02514551,2015
unseen_target_disease_pair,1,train,NCT01076231,2010
unseen_target_disease_pair,1,train,NCT00245102,2005
unseen_target_disease_pair,1,train,NCT02488759,2015
unseen_target_disease_pair,1,train,NCT00467142,2007
unseen_target_disease_pair,1,train,NCT00788957,2008
unseen_target_disease_pair,1,train,NCT01469546,2012
unseen_target_disease_pair,1,train,NCT01637402,2013
unseen_target_disease_pair,1,train,NCT01138046,2010
unseen_target_disease_pair,1,train,NCT02176213,2014
unseen_target_disease_pair,1,train,NCT00376961,2006
unseen_target_disease_pair,1,train,NCT01983878,2013
unseen_target_disease_pair,1,train,NCT00089635,2004
unseen_target_disease_pair,1,train,NCT01057017,2010
unseen_target_disease_pair,1,train,NCT02471313,2015
unseen_target_disease_pair,1,train,NCT02052960,2014
unseen_target_disease_pair,1,train,NCT00253370,2005
unseen_target_disease_pair,1,train,NCT01051570,2010
unseen_target_disease_pair,1,train,NCT00439270,2007
unseen_target_disease_pair,1,train,NCT01853748,2013
unseen_target_disease_pair,1,train,NCT00095680,2004
unseen_target_disease_pair,1,train,NCT00094835,2005
unseen_target_disease_pair,1,train,NCT00534417,2007
unseen_target_disease_pair,1,train,NCT00134082,2005
unseen_target_disease_pair,1,train,NCT01197560,2010
unseen_target_disease_pair,1,train,NCT00900627,2009
unseen_target_disease_pair,1,train,NCT00408603,2006
unseen_target_disease_pair,1,train,NCT00130442,2005
unseen_target_disease_pair,1,train,NCT00599170,2008
unseen_target_disease_pair,1,train,NCT00679341,2008
unseen_target_disease_pair,1,train,NCT00364286,2006
unseen_target_disease_pair,1,train,NCT00510653,2002
unseen_target_disease_pair,1,train,NCT01876212,2014
unseen_target_disease_pair,1,train,NCT01946165,2013
unseen_target_disease_pair,1,train,NCT01776307,2012
unseen_target_disease_pair,1,validation,NCT02434081,2015
unseen_target_disease_pair,1,validation,NCT01935934,2013
unseen_target_disease_pair,1,validation,NCT00611351,2005
unseen_target_disease_pair,1,validation,NCT00301964,2006
unseen_target_disease_pair,1,validation,NCT02017964,2013
unseen_target_disease_pair,1,validation,NCT01093586,2007
unseen_target_disease_pair,1,validation,NCT00859937,2009
unseen_target_disease_pair,1,validation,NCT00335829,2006
unseen_target_disease_pair,1,validation,NCT00577122,2007
unseen_target_disease_pair,1,validation,NCT01350245,2010
unseen_target_disease_pair,1,validation,NCT00744900,2008
unseen_target_disease_pair,1,validation,NCT02195011,2014
unseen_target_disease_pair,1,validation,NCT00723099,2008
unseen_target_disease_pair,1,validation,NCT01660711,2012
unseen_target_disease_pair,1,validation,NCT00578864,2007
